,ClauseID,Doc,SentID,SentForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim,AgPres,,,,,,,,,,,
2347,2348,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,93,One member actually was convicted of beating his teen daughter unconcious when she ran away from 'marriage' to her father's own brother.,V,ran,run,VBD,Fin,Past,Simple,Act,1,7.59E-05,/,/,/,/,she,/,/,she,0.00174,def,Sing,3,human,pron,1,PRP,13,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2348,2349,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,94,"no one was charged for forced marriage, only the beating.",V,charged,charge,VBN,Part,Past,Simple,Pass,1,3.89E-05,/,/,was,be,no one,/,/,one,0.00302,indef,Sing,3,nonconc,full,2,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,"for forced marriage , only the beating .",for;;for,marriage;;beating,8.32e-05;;2.51e-05,indef;;def,Plur,3,nonconc;;nonconc,11,NN;;NN,full;;full,7;;11,/,/,,,,,,,,,,,,,,,,,
2349,2350,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,94,"no one was charged for forced marriage, only the beating.",V,forced,force,VBN,Part,Tenseless,Simple,Act,1,7.08E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2350,2351,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,95,"So we ""lost"" some weapon?",V,lost,lose,VBD,Fin,Past,Simple,Act,1,0.000245,/,/,/,/,we,/,/,we,0.00316,def,Plur,1,human,pron,1,PRP,2,some weapon,0,/,3.39E-05,weapon,indef,Sing,3,conc,3,NN,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2351,2352,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,96,It's a good thing too.,N,thing,thing,NN,/,Tenseless,Simple,Act,1,0.00049,/,/,/,/,It,/,/,It,0.00912,def,Sing,3,nonconc,pron,1,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2352,2353,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,97,We wouldn't want those terrorists to run out of shit to shoot at us.,V,want,want,VB,Inf,Tenseless,Simple,Act,1,0.00107,/,/,would,/,We,/,/,We,0.00316,def,Plur,1,human,pron,1,PRP,1,those terrorists,0,/,1.20E-05,terrorists,def,Plur,3,human,4,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2353,2354,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,97,We wouldn't want those terrorists to run out of shit to shoot at us.,V,run,run,VB,Inf,Tenseless,Simple,Act,1,0.000295,/,/,/,/,those terrorists,/,/,terrorists,1.20E-05,def,Plur,3,human,full,4,NNS,6,/,0,/,/,/,/,/,/,/,/,/,/,/,out of shit to shoot at us,out,shit,0.000269,indef,Sing,3,human,7.5,NN,full,11,/,/,,,,,,,,,,,,,,,,,
2354,2355,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,97,We wouldn't want those terrorists to run out of shit to shoot at us.,V,shoot,shoot,VB,Inf,Tenseless,Simple,Act,1,4.90E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,at us,at,us,0.00102,def,Plur,1,human,2.5,PRP,pron,15,/,/,,,,,,,,,,,,,,,,,
2355,2356,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,98,Then the war might stop & all those juicy profits would just evaporate.,V,stop,stop,VB,Inf,Tenseless,Simple,Act,1,0.000309,/,/,might,/,the war,/,/,war,0.000316,def,Sing,3,nonconc,full,2,NN,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2356,2357,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,98,Then the war might stop & all those juicy profits would just evaporate.,V,evaporate,evaporate,VB,Inf,Tenseless,Simple,Act,4,1.07E-06,/,/,would,/,all those juicy profits,/,/,profits,2.14E-05,def,Plur,3,nonconc,full,6,NNS,10,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2357,2358,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,99,What's a few dead soldiers in comparison to keeping all those defense contractors awash in all that tax cash?,N,soldiers,soldier,NNS,/,Tenseless,Simple,Act,2,5.75E-05,/,/,/,/,What,/,/,What,0.0024,indef,/,3,/,wh,1,WP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2358,2359,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,99,What's a few dead soldiers in comparison to keeping all those defense contractors awash in all that tax cash?,V,keeping,keep,VBG,Ger,Tenseless,Simple,Act,2,6.46E-05,/,/,/,/,in comparison,/,/,comparison,3.24E-05,indef,Sing,3,nonconc,full,5,NN,8,all those defense contractors,0,/,7.24E-06,contractors,def,Plur,3,human,7,NNS,full,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2359,2360,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,100,"They really are milking the incompetence angle though, aren't they?",V,milking,milk,VBG,Part,Pres,Simple,Act,2,1.41E-06,/,/,are,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1,PRP,1,the incompetence angle,0,/,2.40E-05,angle,def,Sing,3,human,7,NN,full,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2360,2361,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,100,"They really are milking the incompetence angle though, aren't they?",V,are,be,VBP,Fin,Pres,Simple,Act,1,0.0055,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,12,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2361,2362,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,102,"Christ, you'd think America would get a bit tired of these guys treating her like she was populated with nothing but gullible idiots.",V,think,think,VB,Inf,Tenseless,Simple,Act,1,0.00115,/,/,'d,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2362,2363,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,102,"Christ, you'd think America would get a bit tired of these guys treating her like she was populated with nothing but gullible idiots.",V,get,get,VB,Inf,Tenseless,Simple,Act,1,0.00182,/,/,would,/,America,/,/,America,0.000148,def,Sing,3,/,proper,4,NNP,6,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2363,2364,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,102,"Christ, you'd think America would get a bit tired of these guys treating her like she was populated with nothing but gullible idiots.",V,treating,treat,VBG,Ger,Tenseless,Simple,Act,2,1.62E-05,/,/,/,/,these guys,/,/,guys,0.000251,def,Plur,3,human,full,2,NNS,14,her,0,/,0.00191,her,def,Sing,3,human,1,PRP,pron,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2364,2365,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,102,"Christ, you'd think America would get a bit tired of these guys treating her like she was populated with nothing but gullible idiots.",V,populated,populate,VBN,Part,Past,Simple,Pass,4,6.46E-06,/,/,was,be,she,/,/,she,0.00174,def,Sing,3,human,pron,1,PRP,18,/,0,/,/,/,/,/,/,/,/,/,/,/,with nothing but gullible idiots,with,nothing,0.000347,indef,Sing,3,nonconc,10,NN,full,22,/,/,,,,,,,,,,,,,,,,,
2365,2366,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,103,I suppose that it's damn lucky for the GOP that she is populated with gullible idiots.,V,suppose,suppose,VBP,Fin,Pres,Simple,Act,2,4.37E-05,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2366,2367,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,103,I suppose that it's damn lucky for the GOP that she is populated with gullible idiots.,A,lucky,lucky,JJ,/,Tenseless,Simple,Act,2,5.62E-05,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2367,2368,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,103,I suppose that it's damn lucky for the GOP that she is populated with gullible idiots.,V,populated,populate,VBN,Part,Pres,Simple,Pass,4,6.46E-06,/,/,is,be,she,/,/,she,0.00174,def,Sing,3,human,pron,1,PRP,12,/,0,/,/,/,/,/,/,/,/,/,/,/,with gullible idiots,with,idiots,1.02E-05,indef,Plur,3,human,7,NNS,full,17,/,/,,,,,,,,,,,,,,,,,
2368,2369,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,104,"US outsourcing special ops, intelligence to Iraq terror group, intelligence officials say",V,outsourcing,outsource,VBG,Ger,Tenseless,Simple,Act,3,2.34E-06,/,/,/,/,US,/,/,US,0.00102,def,Sing,3,/,proper,1.5,NNP,1,"special ops , intelligence",0,/,5.89E-06,ops,indef,Plur,3,conc,7,NNS,full,4,to Iraq terror group,to,group,0.000398,indef,Sing,3,conc,6,NN,full,10,/,/,,,,,,,,,,,,,,,,,
2369,2370,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,104,"US outsourcing special ops, intelligence to Iraq terror group, intelligence officials say",V,say,say,VBP,Fin,Pres,Simple,Act,1,0.000776,/,/,/,/,intelligence officials,/,/,officials,4.90E-05,indef,Plur,3,human,full,7,NNS,13,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2370,2371,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,105,"The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack, former and current intelligence officials say...",V,bypassing,bypass,VBG,Part,Pres,Simple,Act,3,9.55E-07,/,/,is,/,The Pentagon,/,/,Pentagon,4.47E-06,def,Sing,3,/,proper,4,NNP,2,official US intelligence channels,0,/,2.29E-05,channels,indef,Plur,3,conc,10.5,NNS,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2371,2372,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,105,"The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack, former and current intelligence officials say...",V,turning,turn,VBG,Part,Tenseless,Simple,Act,2,5.01E-05,/,/,/,/,The Pentagon,/,/,Pentagon,4.47E-06,def,Sing,3,/,proper,4,NNP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,to a dangerous and unruly cast of characters,to,cast,5.37E-05,indef,Sing,3,conc,14,NN,full,16,/,/,,,,,,,,,,,,,,,,,
2372,2373,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,105,"The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack, former and current intelligence officials say...",V,create,create,VB,Inf,Tenseless,Simple,Act,2,0.000107,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,strife,0,/,2.82E-06,strife,indef,Sing,3,nonconc,1,NN,full,23,in Iran,in,Iran,4.57E-05,def,Sing,3,/,3,NNP,proper,25,/,/,,,,,,,,,,,,,,,,,
2373,2374,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,105,"The Pentagon is bypassing official US intelligence channels and turning to a dangerous and unruly cast of characters in order to create strife in Iran in preparation for any possible attack, former and current intelligence officials say...",V,say,say,VBP,Fin,Pres,Simple,Act,1,0.000776,/,/,/,/,former and current intelligence officials,/,/,officials,4.90E-05,indef,Plur,3,human,full,11.66666667,NNS,37,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2374,2375,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,107,"A country deserves the leaders it has, my friends...",V,deserves,deserve,VBZ,Fin,Pres,Simple,Act,2,1.86E-05,/,/,/,/,A country,/,/,country,0.000331,indef,Sing,3,org,full,3,NN,2,"the leaders it has , my friends",0,/,7.08E-05,leaders,def,Plur,3,human,7,NNS,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2375,2376,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,107,"A country deserves the leaders it has, my friends...",V,has,have,VBZ,Fin,Pres,Simple,Act,1,0.00234,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,6,my friends,0,/,0.000257,friends,indef,Plur,3,human,2,NNS,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2376,2377,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,108,And MEK -- the Iranian (not Iraqi) terror group in question -- is itself unquestionably a cult:,N,cult,cult,NN,/,Tenseless,Simple,Act,1,1.07E-05,/,/,/,/,And MEK -- the Iranian ( not Iraqi ) terror group in question itself unquestionably :,/,/,MEK,5.37E-07,def,Sing,3,/,proper,23,NNP,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2377,2378,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,109,"As the leaders like to boast, the Mujahedeen is a family affair.",V,like,like,VBP,Fin,Pres,Simple,Act,1,0.00245,/,/,/,/,the leaders,/,/,leaders,7.08E-05,def,Plur,3,human,full,3,NNS,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2378,2379,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,109,"As the leaders like to boast, the Mujahedeen is a family affair.",V,boast,boast,VB,Inf,Tenseless,Simple,Act,1,3.31E-06,/,/,/,/,the leaders,/,/,leaders,7.08E-05,def,Plur,3,human,full,3,NNS,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2379,2380,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,109,"As the leaders like to boast, the Mujahedeen is a family affair.",N,affair,affair,NN,/,Tenseless,Simple,Act,2,2.04E-05,/,/,/,/,the Mujahedeen,/,/,Mujahedeen,5.89E-08,def,Sing,3,/,proper,5,NNP,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2380,2381,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,110,"(''We have three generations of martyrs: grandmothers, mothers, daughters.'')",V,have,have,VBP,Fin,Pres,Simple,Act,1,0.00501,/,/,/,/,We,/,/,We,0.00316,def,Plur,1,human,pron,1,PRP,3,"three generations of martyrs : grandmothers , mothers , daughters",0,/,2.09E-05,generations,indef,Plur,3,conc,15,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2381,2382,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,111,"Most of the girls I was meeting had grown up in Mujahedeen schools in Ashraf, where they lived separated from their parents.",V,meeting,meet,VBG,Part,Past,Simple,Act,2,0.000138,/,/,was,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,5,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2382,2383,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,111,"Most of the girls I was meeting had grown up in Mujahedeen schools in Ashraf, where they lived separated from their parents.",V,grown,grow,VBN,Part,Past,Perf,Act,1,4.27E-05,/,/,had,/,Most of the girls I was meeting,/,/,Most,0.001,indef,/,3,/,NMN!,8,JJS,1,/,0,/,/,/,/,/,/,/,/,/,/,/,"in Mujahedeen schools in Ashraf , where they lived separated from their parents",in,schools,0.000105,indef,Plur,3,org,22,NNS,full,13,/,/,,,,,,,,,,,,,,,,,
2383,2384,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,111,"Most of the girls I was meeting had grown up in Mujahedeen schools in Ashraf, where they lived separated from their parents.",V,lived,live,VBD,Fin,Past,Simple,Act,1,8.32E-05,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,18,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2384,2385,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,111,"Most of the girls I was meeting had grown up in Mujahedeen schools in Ashraf, where they lived separated from their parents.",V,separated,separate,VBN,Part,Tenseless,Simple,Act,4,2.14E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,from their parents,from,parents,0.000162,indef,Plur,3,human,4,NNS,full,23,/,/,,,,,,,,,,,,,,,,,
2385,2386,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,112,Family visits were allowed on Thursday nights and Fridays.,V,allowed,allow,VBN,Part,Past,Simple,Pass,2,0.000112,/,/,were,be,Family visits,/,/,visits,2.04E-05,indef,Plur,3,nonconc,full,4.5,NNS,2,/,0,/,/,/,/,/,/,/,/,/,/,/,on Thursday nights and Fridays,on;;on,nights;;Fridays,2.75e-05;;2.45e-06,indef;;indef,Plur,3,nonconc;;/,7,NNS;;NNPS,full;;proper,7;;9,/,/,,,,,,,,,,,,,,,,,
2386,2387,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,113,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",V,invaded,invade,VBD,Fin,Past,Simple,Act,3,6.17E-06,/,/,/,/,Iraq,/,/,Iraq,3.47E-05,def,Sing,3,/,proper,2,NNP,2,Kuwait,0,/,5.13E-06,Kuwait,def,Sing,3,/,2,NNP,proper,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2387,2388,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,113,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",V,transported,transport,VBN,Part,Past,Simple,Pass,3,8.51E-06,/,/,were,be,many of these girls,/,/,many,0.000832,indef,/,3,/,NMN!,5,JJ,6,/,0,/,/,/,/,/,/,/,/,/,/,/,to Jordan,to,Jordan,3.16E-05,def,Sing,3,/,3,NNP,proper,13,/,/,,,,,,,,,,,,,,,,,
2388,2389,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,113,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",V,smuggled,smuggle,VBN,Part,Tenseless,Simple,Act,2,1.66E-06,/,/,/,/,many of these girls,/,/,many,0.000832,indef,/,3,/,NMN!,5,JJ,6,/,0,/,/,/,/,/,/,/,/,/,/,/,"to various countries -- Germany , France , Canada , Denmark , England , the United States -- where they were raised by guardians who were usually Mujahedeen supporters",to,countries,0.000151,indef,Plur,3,org,46,NNS,full,19,/,/,,,,,,,,,,,,,,,,,
2389,2390,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,113,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",V,raised,raise,VBN,Part,Past,Simple,Pass,1,7.08E-05,/,/,were,be,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,36,/,0,/,/,/,/,/,/,/,/,/,/,/,by guardians who were usually Mujahedeen supporters,by,guardians,5.62E-06,indef,Plur,3,human,16.5,NNS,full,40,/,/,,,,,,,,,,,,,,,,,
2390,2391,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,113,"When Iraq invaded Kuwait, many of these girls were transported to Jordan and then smuggled to various countries -- Germany, France, Canada, Denmark, England, the United States -- where they were raised by guardians who were usually Mujahedeen supporters.",N,supporters,supporter,NNS,/,Tenseless,Simple,Act,3,1.86E-05,/,/,/,/,who,by guardians who were usually Mujahedeen supporters,/,who,0.00224,def,Plur,3,human,wh,1,WP,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2391,2392,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,114,"When they were 18 or 19, many of them decided to come back to Iraq and fill the ranks of the youngest Mujahedeen generation.",N,18,18,CD,/,Tenseless,Simple,Act,1,0.00724,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2392,2393,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,114,"When they were 18 or 19, many of them decided to come back to Iraq and fill the ranks of the youngest Mujahedeen generation.",V,decided,decide,VBD,Fin,Past,Simple,Act,3,0.00012,/,/,/,/,many of them,/,/,many,0.000832,indef,/,3,/,NMN!,4,JJ,8,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2393,2394,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,114,"When they were 18 or 19, many of them decided to come back to Iraq and fill the ranks of the youngest Mujahedeen generation.",V,come,come,VB,Inf,Tenseless,Simple,Act,1,0.000603,/,/,/,/,many of them,/,/,many,0.000832,indef,/,3,/,NMN!,4,JJ,8,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2394,2395,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,114,"When they were 18 or 19, many of them decided to come back to Iraq and fill the ranks of the youngest Mujahedeen generation.",V,fill,fill,VB,Inf,Tenseless,Simple,Act,1,4.17E-05,/,/,/,/,many of them,/,/,many,0.000832,indef,/,3,/,NMN!,4,JJ,8,the ranks of the youngest Mujahedeen generation,0,/,1.78E-05,ranks,def,Plur,3,org,14,NNS,full,20,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2395,2396,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,115,"Though ''decided'' is probably not the right word, since from the day they were born, these girls and boys were not taught to think for themselves but to blindly follow their leaders.",N,word,word,NN,/,Tenseless,Simple,Act,1,0.000195,/,/,/,/,'' decided '',/,/,decided,0.00012,indef,Sing,3,/,full,3,NN,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2396,2397,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,115,"Though ''decided'' is probably not the right word, since from the day they were born, these girls and boys were not taught to think for themselves but to blindly follow their leaders.",V,born,bear,VBN,Part,Past,Simple,Pass,1,0.000115,/,/,were,be,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,16,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
2397,2398,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,115,"Though ''decided'' is probably not the right word, since from the day they were born, these girls and boys were not taught to think for themselves but to blindly follow their leaders.",V,taught,teach,VBN,Part,Past,Simple,Pass,1,4.79E-05,/,/,were,be,these girls and boys,/,/,girls;;boys,0.000138;;0.000107,def;;indef,Plur,3,human;;human,full;;full,4,NNS;;NNS,21;;23,/,0,/,/,/,/,/,/,/,/,/,/,/,from the day they were born,from,day,0.000851,def,Sing,3,time,6,NN,full,15,/,/,,,,,,,,,,,,,,,,,
