X1,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10,X81,X82,X83,X84,X85,X86,X87,X88,X89,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim
2604,2604,2605,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,217,"They trust you and me to be befuddled by their actions, while they ""do as they wilt.""","you and me to be befuddled by their actions , while they "" do as they wilt",V,befuddled,befuddle,VBN,Part,Tenseless,Simple,Pass,3,2.82e-7,Nonfin,/,/,be,be,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,by their actions,by,actions,6.61E-05,indef,Plur,3,conc,4,NNS,full,11,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2605,2605,2606,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,217,"They trust you and me to be befuddled by their actions, while they ""do as they wilt.""","while they "" do as they wilt",V,do,do,VBP,Fin,Pres,Simple,Act,1,0.00234,Fin,/,/,/,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,14,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Pass,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,2606,2607,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,219,Are the adherent of 'Crowleyan Thelema' and others of similar ilk appropriating or appropriating from the appropriators to redirect 'energy?',Are the adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? ',V,appropriating,appropriate,VBG,Part,Pres,Simple,Act,5,4.57e-7,Fin,/,/,Are,/,the adherent of ' Crowleyan Thelema ' and others of similar ilk,/,/,adherent;;others,4.07e-07;;0.000263,def;;indef,Plur,3,human;;/,full;;full,19,NN;;NNS,3;;10,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,2607,2608,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,219,Are the adherent of 'Crowleyan Thelema' and others of similar ilk appropriating or appropriating from the appropriators to redirect 'energy?',the adherent of ' Crowleyan Thelema ' and others of similar ilk or appropriating from the appropriators to redirect ' energy,V,appropriating,appropriate,VBG,Part,Tenseless,Simple,Act,5,4.57e-7,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,from the appropriators,from,appropriators,4.17E-08,def,Plur,3,human,7,NNS,full,19,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2608,2608,2609,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,219,Are the adherent of 'Crowleyan Thelema' and others of similar ilk appropriating or appropriating from the appropriators to redirect 'energy?',to redirect ' energy,V,redirect,redirect,VB,Inf,Tenseless,Simple,Act,3,1.7e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,energy,0,/,0.000162,energy,indef,Sing,3,org,3,NN,full,23,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,the adherent of ' Crowleyan Thelema ' and others of similar ilk,def;;indef,Plur,1,human
2609,2609,2610,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,220,Does this reappropriation lead to or originate from the same place?,Does this reappropriation lead to or originate from the same place ?,V,lead,lead,VB,Inf,Pres,Simple,Act,1,1.58e-4,Fin,/,/,Does,/,this reappropriation,/,/,reappropriation,3.31E-08,def,Sing,3,/,full,5,NN,3,the same place,0,/,0.00055,place,def,Sing,3,loc,3,NN,full,11,to,/,to,0.0275,indef,/,3,/,1,IN,NMA!,5,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,2610,2611,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,220,Does this reappropriation lead to or originate from the same place?,this reappropriation or originate from the same place,V,originate,originate,VB,Inf,Tenseless,Simple,Act,4,2.88e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the same place,0,/,0.00055,place,def,Sing,3,loc,3,NN,full,11,from,/,from,0.00427,indef,/,3,/,1,IN,NMA!,8,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2611,2611,2612,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,221,"Seems as if there is a clear distinction being made between the 'imaginary' Whore of Babalon and the actually Whore of Babylon, which is this global system.","Seems as if there is a clear distinction being made between the ' imaginary ' Whore of Babalon and the actually Whore of Babylon , which is this global system .",V,Seems,seem,VBZ,Fin,Pres,Simple,Act,1,1.62e-4,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,2612,2613,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,221,"Seems as if there is a clear distinction being made between the 'imaginary' Whore of Babalon and the actually Whore of Babylon, which is this global system.","as if there is a clear distinction being made between the ' imaginary ' Whore of Babalon and the actually Whore of Babylon , which is this global system",V,is,be,VBZ,Fin,Pres,Simple,Act,1,0.0115,Fin,/,/,/,/,"a clear distinction being made between the ' imaginary ' Whore of Babalon and the actually Whore of Babylon , which is this global system",/,/,distinction,1.45E-05,indef,Sing,3,nonconc,full,40,NN,8,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2613,2613,2614,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,221,"Seems as if there is a clear distinction being made between the 'imaginary' Whore of Babalon and the actually Whore of Babylon, which is this global system.",being made,V,made,make,VBN,Part,Tenseless,Prog,Pass,1,8.32e-4,Nonfin,/,/,being,be,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,indef,/,3,/
2614,2614,2615,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,221,"Seems as if there is a clear distinction being made between the 'imaginary' Whore of Babalon and the actually Whore of Babylon, which is this global system.","and the actually Whore of Babylon , which is this global system",N,system,system,NN,/,Tenseless,Simple,Act,2,3.8e-4,Nonfin,/,/,/,/,which,/,/,which,0.00219,indef,/,3,/,wh,1,WDT,26,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,39,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2615,2615,2616,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,222,Is the distinction accurate and valid?,Is the distinction accurate and valid ?,A,accurate,accurate,JJ,/,Tenseless,Simple,Act,3,3.55e-5,Nonfin,/,/,/,/,the distinction,/,/,distinction,1.45E-05,def,Sing,3,nonconc,full,4,NN,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,2616,2617,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,223,Does the distinction actually exist?,Does the distinction actually exist ?,V,exist,exist,VB,Inf,Pres,Simple,Act,2,6.17e-5,Fin,/,/,Does,/,the distinction,/,/,distinction,1.45E-05,def,Sing,3,nonconc,full,4,NN,3,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,2617,2618,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,224,This is where the socio- political aspect of this conundrum comes into play.,the socio - political aspect of this conundrum comes into play,V,comes,come,VBZ,Fin,Pres,Simple,Act,1,2.04e-4,Fin,/,/,/,/,the socio - political aspect of this conundrum,/,/,aspect,2.57E-05,def,Sing,3,nonconc,full,14,NN,8,/,0,/,/,/,/,/,/,/,/,/,/,/,into play,into,play,0.00038,indef,Sing,3,nonconc,3,NN,full,14,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2618,2618,2619,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,227,"so, enemy, what's your point?","so , enemy , what 's your point ?",N,what,what,WP,/,Tenseless,Simple,Act,1,0.0024,Nonfin,/,/,/,/,your point,/,/,point,0.000355,indef,Sing,3,loc,full,2,NN,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,99,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2619,2619,2620,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,228,Why don't you state it?,Why do n't you state it ?,V,state,state,VB,Inf,Pres,Simple,Act,1,5.25e-4,Fin,/,/,do,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,4,it,0,/,0.00912,it,def,Sing,3,nonconc,1,PRP,pron,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,2620,2621,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,229,My point is that these are all just questions and I am undecided as to the answers.,My point is that these are all just questions and I am undecided as to the answers .,V,is,be,VBZ,Fin,Pres,Simple,Act,1,0.0115,Fin,/,/,/,/,My point,/,/,point,0.000355,indef,Sing,3,loc,full,2,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,2621,2622,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,229,My point is that these are all just questions and I am undecided as to the answers.,that these are all just questions and I am undecided as to the answers,N,questions,question,NNS,/,Tenseless,Simple,Act,2,1.51e-4,Nonfin,/,/,/,/,these,/,/,these,0.00115,indef,Plur,3,/,det,1,DT,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,2622,2623,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,229,My point is that these are all just questions and I am undecided as to the answers.,and I am undecided as to the answers,A,undecided,undecided,JJ,/,Tenseless,Simple,Act,4,1.41e-6,Nonfin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,11,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,2623,2624,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,232,"(Don't wish to use Wikipedia again, it's just easier than spending time looking up more obscure and detailed information.)","( Do n't wish to use Wikipedia again , it 's just easier than spending time looking up more obscure and detailed information . )",V,wish,wish,VB,Inf,Pres,Simple,Act,1,1.55e-4,Fin,/,/,Do,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,2624,2625,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,232,"(Don't wish to use Wikipedia again, it's just easier than spending time looking up more obscure and detailed information.)",to use Wikipedia again,V,use,use,VB,Inf,Tenseless,Simple,Act,1,6.76e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Wikipedia,0,/,6.03E-06,Wikipedia,def,Sing,3,/,4,NNP,proper,7,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,def,Sing,1,human
2625,2625,2626,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,232,"(Don't wish to use Wikipedia again, it's just easier than spending time looking up more obscure and detailed information.)",it 's just easier than spending time looking up more obscure and detailed information,A,easier,easier,JJR,/,Tenseless,Simple,Act,3,5.01e-5,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2626,2626,2627,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,232,"(Don't wish to use Wikipedia again, it's just easier than spending time looking up more obscure and detailed information.)",than spending time looking up more obscure and detailed information,V,spending,spend,VBG,Ger,Tenseless,Prog,Act,2,4.9e-5,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,time,0,/,0.00191,time,indef,Sing,3,time,1,NN,full,16,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,def,Sing,1,human
2627,2627,2628,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,232,"(Don't wish to use Wikipedia again, it's just easier than spending time looking up more obscure and detailed information.)",looking up more obscure and detailed information,V,looking up,look up,VBG,Ger,Tenseless,Prog,Act,2,2.91e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,more obscure and detailed information,0,/,0.000263,information,indef,Sing,3,nonconc,10,NN,full,23,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,def,Sing,1,human
2628,2628,2629,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,235,Balance died in 2004 after a 'fall.',Balance died in 2004 after a ' fall . ',V,died,die,VBD,Fin,Past,Simple,Act,1,1.58e-4,Fin,/,/,/,/,Balance,/,/,Balance,5.62E-05,def,Sing,3,/,proper,2,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,in 2004,in,2004,0.00407,indef,Plur,3,/,1,CD,num,4,after a ' fall,/,8,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,2629,2630,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,236,"He blended belief systems such as Shamanism, Christianity, Buddhism, Paganism, Hermeticism and Gnosticism and imbued Coil's vast output with a magickal current designed to have a functionally transcendent effect on listeners.","He blended belief systems such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners .",V,blended,blend,VBD,Fin,Past,Simple,Act,2,3.16e-6,Fin,/,/,/,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1,PRP,1,belief systems,0,/,0.000112,systems,indef,Plur,3,conc,4,NNS,full,4,"such as Shamanism , Christianity , Buddhism , Paganism , Hermeticism and Gnosticism",such;;such;;such;;such;;such;;such,Shamanism;;Christianity;;Buddhism;;Paganism;;Hermeticism;;Gnosticism,2.88e-07;;1.82e-05;;5.13e-06;;6.03e-07;;3.24e-08;;2.82e-07,def;;def;;def;;def;;def;;def,Plur,3,/;;/;;/;;/;;/;;/,22,NNP;;NNP;;NNP;;NNP;;NNP;;NNP,proper;;proper;;proper;;proper;;proper;;proper,7;;9;;11;;13;;15;;17,", Christianity",", Buddhism",9,11,NA,1,/,84,84,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2630,2630,2631,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,236,"He blended belief systems such as Shamanism, Christianity, Buddhism, Paganism, Hermeticism and Gnosticism and imbued Coil's vast output with a magickal current designed to have a functionally transcendent effect on listeners.",He and imbued Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners,V,imbued,imbue,VBD,Fin,Past,Simple,Act,2,8.51e-7,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Coil 's vast output with a magickal current designed to have a functionally transcendent effect on listeners,0,/,2.75E-05,output,indef,Sing,3,conc,32,NN,full,23,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2631,2631,2632,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,236,"He blended belief systems such as Shamanism, Christianity, Buddhism, Paganism, Hermeticism and Gnosticism and imbued Coil's vast output with a magickal current designed to have a functionally transcendent effect on listeners.",designed to have a functionally transcendent effect on listeners,V,designed,design,VBN,Part,Tenseless,Simple,Pass,2,9.12e-5,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2632,2632,2633,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,236,"He blended belief systems such as Shamanism, Christianity, Buddhism, Paganism, Hermeticism and Gnosticism and imbued Coil's vast output with a magickal current designed to have a functionally transcendent effect on listeners.",to have a functionally transcendent effect on listeners,V,have,have,VB,Inf,Tenseless,Simple,Act,1,0.00501,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,a functionally transcendent effect on listeners,0,/,0.000126,effect,indef,Sing,3,conc,13,NN,full,34,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,magickal current,def,Sing,3,nonconc
2633,2633,2634,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,237,"Not 200,000 guns - the numbers dont work:",the numbers do nt work,V,work,work,VB,Inf,Pres,Simple,Act,1,8.91e-4,Fin,/,/,do,/,the numbers,/,/,numbers,0.000102,def,Plur,3,conc,full,3,NNS,6,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,2634,2635,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,238,"5kg per gun, 200,000 guns means 1000 tonnes, impossible for 4 containers.","5 kg per gun , 200,000 guns means 1000 tonnes , impossible for 4 containers .",V,means,mean,VBZ,Fin,Pres,Simple,Act,1,2.82e-4,Fin,/,/,/,/,"5 kg per gun , 200,000 guns",/,/,kg,1.48E-05,indef,Plur,3,nonconc,full,3,NNS,2,"1000 tonnes , impossible for 4 containers .",0,/,7.41E-06,tonnes,indef,Plur,3,nonconc,10,NNS,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,1,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2635,2635,2636,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,239,"If the load was 99 tonnes there were probably less than 20,000.",If the load was 99 tonnes,N,tonnes,tonne,NNS,/,Tenseless,Simple,Act,1,7.41e-6,Nonfin,/,/,/,/,the load,/,/,load,3.80E-05,def,Sing,3,conc,full,2,NN,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2636,2636,2637,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,239,"If the load was 99 tonnes there were probably less than 20,000.","If the load was 99 tonnes there were probably less than 20,000 .",V,were,be,VBD,Fin,Past,Simple,Act,1,0.00234,Fin,/,/,/,/,"less than 20,000",/,/,"20,000",0.000224,indef,Plur,3,/,num,2,CD,12,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2637,2637,2638,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,241,Maybe if you formulate your questions a little more specifically it will help you in acquiring the answers.,if you formulate your questions a little more specifically,V,formulate,formulate,VBP,Fin,Pres,Simple,Act,3,2.24e-6,Fin,/,/,/,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,3,your questions,0,/,0.000151,questions,indef,Plur,3,nonconc,3,NNS,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,106,/,/,/,Act,Act,Act,Act,Act,Pass,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2638,2638,2639,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,241,Maybe if you formulate your questions a little more specifically it will help you in acquiring the answers.,Maybe if you formulate your questions a little more specifically it will help you in acquiring the answers .,V,help,help,VB,Inf,Fut,Simple,Act,1,5.13e-4,Fin,/,/,will,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,11,you,0,/,0.00977,you,def,/,2,human,1,PRP,pron,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2639,2639,2640,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,241,Maybe if you formulate your questions a little more specifically it will help you in acquiring the answers.,in acquiring the answers,V,acquiring,acquire,VBG,Ger,Tenseless,Prog,Act,3.5,6.31e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the answers,0,/,4.07E-05,answers,def,Plur,3,conc,3,NNS,full,18,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,you,indef,Sing,2,human
2640,2640,2641,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,242,"""I am, therefore I think"" :)",""" I am , therefore I think "" :)",V,am,be,VBP,Fin,Pres,Simple,Act,1.5,6.03e-4,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,2641,2642,weblog-blogspot.com_rigorousintuition_20060511134300_ENG_20060511_134300,242,"""I am, therefore I think"" :)",therefore I think,V,think,think,VBP,Fin,Pres,Simple,Act,1,0.00115,Fin,/,/,/,/,I,/,/,I,0.0129,def,Sing,1,human,pron,1,PRP,6,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
